Real,Prevista,Programada,Date,Time
26.759,26.621,26.598,2024-03-16,11:20:00
26.538,26.630,26.598,2024-03-16,11:25:00
26.416,26.602,26.498,2024-03-16,11:30:00
26.474,26.580,26.498,2024-03-16,11:35:00
26.363,26.604,26.498,2024-03-16,11:40:00
26.318,26.676,26.398,2024-03-16,11:45:00
26.315,26.705,26.398,2024-03-16,11:50:00
25.982,26.602,26.398,2024-03-16,11:55:00
26.109,26.367,26.167,2024-03-16,12:00:00
26.201,26.130,26.167,2024-03-16,12:05:00
26.018,26.021,26.167,2024-03-16,12:10:00
25.932,26.041,26.067,2024-03-16,12:15:00
25.690,26.112,26.067,2024-03-16,12:20:00
25.854,26.154,26.067,2024-03-16,12:25:00
25.924,26.169,26.067,2024-03-16,12:30:00
25.825,26.174,26.067,2024-03-16,12:35:00
25.653,26.188,26.067,2024-03-16,12:40:00
25.340,26.209,25.767,2024-03-16,12:45:00
25.675,26.239,25.767,2024-03-16,12:50:00
25.700,26.275,25.767,2024-03-16,12:55:00
25.846,26.318,25.655,2024-03-16,13:00:00
25.577,26.356,25.655,2024-03-16,13:05:00
25.371,26.377,25.655,2024-03-16,13:10:00
25.543,26.380,25.555,2024-03-16,13:15:00
25.605,26.373,25.555,2024-03-16,13:20:00
25.944,26.362,25.555,2024-03-16,13:25:00
25.784,26.348,25.455,2024-03-16,13:30:00
25.371,26.338,25.455,2024-03-16,13:35:00
25.729,26.341,25.455,2024-03-16,13:40:00
25.677,26.358,25.455,2024-03-16,13:45:00
25.688,26.345,25.455,2024-03-16,13:50:00
25.689,26.260,25.455,2024-03-16,13:55:00
25.419,26.103,25.355,2024-03-16,14:00:00
25.430,25.940,25.355,2024-03-16,14:05:00
25.348,25.835,25.355,2024-03-16,14:10:00
25.611,25.790,25.355,2024-03-16,14:15:00
25.618,25.762,25.355,2024-03-16,14:20:00
25.359,25.708,25.355,2024-03-16,14:25:00
25.667,25.629,25.155,2024-03-16,14:30:00
25.485,25.547,25.155,2024-03-16,14:35:00
25.160,25.487,25.155,2024-03-16,14:40:00
24.907,25.448,25.065,2024-03-16,14:45:00
25.068,25.385,25.065,2024-03-16,14:50:00
25.166,25.254,25.065,2024-03-16,14:55:00
25.122,25.055,24.737,2024-03-16,15:00:00
25.212,24.858,24.737,2024-03-16,15:05:00
24.891,24.732,24.737,2024-03-16,15:10:00
24.909,24.679,24.657,2024-03-16,15:15:00
25.008,24.651,24.657,2024-03-16,15:20:00
24.970,24.604,24.657,2024-03-16,15:25:00
24.634,24.538,24.627,2024-03-16,15:30:00
24.263,24.472,24.627,2024-03-16,15:35:00
24.477,24.426,24.627,2024-03-16,15:40:00
24.479,24.401,24.413,2024-03-16,15:45:00
24.456,24.365,24.413,2024-03-16,15:50:00
24.522,24.288,24.413,2024-03-16,15:55:00
24.520,24.168,24.389,2024-03-16,16:00:00
24.677,24.056,24.389,2024-03-16,16:05:00
24.434,24.001,24.389,2024-03-16,16:10:00
24.515,24.003,24.380,2024-03-16,16:15:00
24.320,24.031,24.380,2024-03-16,16:20:00
24.282,24.056,24.380,2024-03-16,16:25:00
24.317,24.078,24.297,2024-03-16,16:30:00
24.470,24.095,24.297,2024-03-16,16:35:00
24.461,24.104,24.297,2024-03-16,16:40:00
24.434,24.106,24.589,2024-03-16,16:45:00
24.410,24.138,24.589,2024-03-16,16:50:00
24.411,24.234,24.589,2024-03-16,16:55:00
24.763,24.396,24.749,2024-03-16,17:00:00
24.924,24.559,24.749,2024-03-16,17:05:00
24.947,24.658,24.749,2024-03-16,17:10:00
24.910,24.694,24.881,2024-03-16,17:15:00
24.949,24.709,24.881,2024-03-16,17:20:00
24.970,24.747,24.881,2024-03-16,17:25:00
24.802,24.807,25.121,2024-03-16,17:30:00
25.115,24.880,25.121,2024-03-16,17:35:00
25.351,24.957,25.121,2024-03-16,17:40:00
25.212,25.038,25.310,2024-03-16,17:45:00
25.397,25.121,25.310,2024-03-16,17:50:00
25.172,25.201,25.310,2024-03-16,17:55:00
25.236,25.280,26.051,2024-03-16,18:00:00
25.870,25.370,26.051,2024-03-16,18:05:00
25.909,25.488,26.051,2024-03-16,18:10:00
25.749,25.631,26.351,2024-03-16,18:15:00
26.082,25.791,26.351,2024-03-16,18:20:00
26.254,25.956,26.351,2024-03-16,18:25:00
26.131,26.126,26.543,2024-03-16,18:30:00
26.373,26.296,26.543,2024-03-16,18:35:00
26.725,26.459,26.543,2024-03-16,18:40:00
26.984,26.616,27.087,2024-03-16,18:45:00
27.098,26.791,27.087,2024-03-16,18:50:00
27.130,27.008,27.087,2024-03-16,18:55:00
27.353,27.267,28.189,2024-03-16,19:00:00
27.721,27.523,28.189,2024-03-16,19:05:00
28.009,27.728,28.189,2024-03-16,19:10:00
28.211,27.885,28.599,2024-03-16,19:15:00
28.479,28.023,28.599,2024-03-16,19:20:00
28.721,28.174,28.599,2024-03-16,19:25:00
28.885,28.338,28.899,2024-03-16,19:30:00
29.179,28.498,28.899,2024-03-16,19:35:00
29.262,28.634,28.899,2024-03-16,19:40:00
29.323,28.747,29.189,2024-03-16,19:45:00
29.442,28.874,29.189,2024-03-16,19:50:00
29.655,29.053,29.189,2024-03-16,19:55:00
29.636,29.282,29.943,2024-03-16,20:00:00
29.513,29.505,29.943,2024-03-16,20:05:00
29.552,29.661,29.943,2024-03-16,20:10:00
29.646,29.752,29.943,2024-03-16,20:15:00
29.815,29.820,29.943,2024-03-16,20:20:00
29.981,29.907,29.943,2024-03-16,20:25:00
29.847,30.013,30.004,2024-03-16,20:30:00
30.003,30.093,30.004,2024-03-16,20:35:00
30.112,30.102,30.004,2024-03-16,20:40:00
30.094,30.039,30.013,2024-03-16,20:45:00
29.762,30.036,30.013,2024-03-16,20:50:00
29.797,30.224,30.013,2024-03-16,20:55:00
29.865,30.603,29.934,2024-03-16,21:00:00
30.025,30.959,29.934,2024-03-16,21:05:00
29.969,31.079,29.934,2024-03-16,21:10:00
29.973,30.963,29.634,2024-03-16,21:15:00
29.769,30.747,29.634,2024-03-16,21:20:00
29.772,30.567,29.634,2024-03-16,21:25:00
29.670,30.423,29.234,2024-03-16,21:30:00
29.499,30.295,29.234,2024-03-16,21:35:00
29.515,30.162,29.234,2024-03-16,21:40:00
29.249,30.025,28.934,2024-03-16,21:45:00
28.995,29.844,28.934,2024-03-16,21:50:00
28.741,29.577,28.934,2024-03-16,21:55:00
28.710,29.226,28.292,2024-03-16,22:00:00
28.446,28.880,28.292,2024-03-16,22:05:00
28.174,28.628,28.292,2024-03-16,22:10:00
27.982,28.470,27.802,2024-03-16,22:15:00
27.821,28.344,27.802,2024-03-16,22:20:00
27.824,28.187,27.802,2024-03-16,22:25:00
27.448,27.998,27.292,2024-03-16,22:30:00
27.045,27.805,27.292,2024-03-16,22:35:00
27.210,27.635,27.292,2024-03-16,22:40:00
27.078,27.489,26.792,2024-03-16,22:45:00
27.120,27.323,26.792,2024-03-16,22:50:00
26.893,27.092,26.792,2024-03-16,22:55:00
26.334,26.796,26.021,2024-03-16,23:00:00
26.515,26.506,26.021,2024-03-16,23:05:00
26.212,26.292,26.021,2024-03-16,23:10:00
26.136,26.155,25.520,2024-03-16,23:15:00
25.862,26.045,25.520,2024-03-16,23:20:00
25.737,25.916,25.520,2024-03-16,23:25:00
25.424,25.768,25.030,2024-03-16,23:30:00
25.312,25.616,25.030,2024-03-16,23:35:00
25.150,25.476,25.030,2024-03-16,23:40:00
24.997,25.347,24.820,2024-03-16,23:45:00
24.550,25.213,24.820,2024-03-16,23:50:00
24.737,25.059,24.820,2024-03-16,23:55:00
24.676,24.885,24.450,2024-03-17,00:00:00
24.763,24.710,24.450,2024-03-17,00:05:00
24.418,24.552,24.450,2024-03-17,00:10:00
24.473,24.413,24.150,2024-03-17,00:15:00
24.433,24.281,24.150,2024-03-17,00:20:00
24.219,24.144,24.150,2024-03-17,00:25:00
24.211,24.002,23.673,2024-03-17,00:30:00
24.103,23.862,23.673,2024-03-17,00:35:00
23.624,23.728,23.673,2024-03-17,00:40:00
23.522,23.600,23.343,2024-03-17,00:45:00
23.271,23.470,23.343,2024-03-17,00:50:00
23.052,23.328,23.343,2024-03-17,00:55:00
22.929,23.175,22.757,2024-03-17,01:00:00
22.941,23.023,22.757,2024-03-17,01:05:00
23.076,22.888,22.757,2024-03-17,01:10:00
22.660,22.769,22.341,2024-03-17,01:15:00
22.819,22.658,22.341,2024-03-17,01:20:00
22.693,22.544,22.341,2024-03-17,01:25:00
22.361,22.429,22.342,2024-03-17,01:30:00
22.380,22.318,22.342,2024-03-17,01:35:00
22.230,22.217,22.342,2024-03-17,01:40:00
22.073,22.127,21.927,2024-03-17,01:45:00
22.174,22.032,21.927,2024-03-17,01:50:00
21.849,21.919,21.927,2024-03-17,01:55:00
21.916,21.789,21.544,2024-03-17,02:00:00
21.920,21.663,21.544,2024-03-17,02:05:00
21.830,21.565,21.544,2024-03-17,02:10:00
21.584,21.495,21.344,2024-03-17,02:15:00
21.566,21.437,21.344,2024-03-17,02:20:00
21.512,21.376,21.344,2024-03-17,02:25:00
21.758,21.312,21.264,2024-03-17,02:30:00
21.560,21.250,21.264,2024-03-17,02:35:00
21.403,21.192,21.264,2024-03-17,02:40:00
21.202,21.139,21.124,2024-03-17,02:45:00
21.284,21.089,21.124,2024-03-17,02:50:00
21.250,21.038,21.124,2024-03-17,02:55:00
21.112,20.986,20.934,2024-03-17,03:00:00
20.927,20.936,20.934,2024-03-17,03:05:00
20.962,20.889,20.934,2024-03-17,03:10:00
21.218,20.845,20.827,2024-03-17,03:15:00
21.031,20.804,20.827,2024-03-17,03:20:00
21.014,20.768,20.827,2024-03-17,03:25:00
20.985,20.736,20.677,2024-03-17,03:30:00
20.840,20.702,20.677,2024-03-17,03:35:00
20.832,20.662,20.677,2024-03-17,03:40:00
20.817,20.615,20.677,2024-03-17,03:45:00
20.936,20.583,20.677,2024-03-17,03:50:00
20.724,20.588,20.677,2024-03-17,03:55:00
20.796,20.628,20.462,2024-03-17,04:00:00
20.752,20.672,20.462,2024-03-17,04:05:00
20.576,20.683,20.462,2024-03-17,04:10:00
20.802,20.662,20.462,2024-03-17,04:15:00
20.792,20.630,20.462,2024-03-17,04:20:00
20.648,20.608,20.462,2024-03-17,04:25:00
20.533,20.596,20.642,2024-03-17,04:30:00
20.463,20.592,20.642,2024-03-17,04:35:00
20.661,20.597,20.642,2024-03-17,04:40:00
20.645,20.610,20.635,2024-03-17,04:45:00
20.560,20.616,20.635,2024-03-17,04:50:00
20.626,20.597,20.635,2024-03-17,04:55:00
20.472,20.554,20.568,2024-03-17,05:00:00
20.611,20.517,20.568,2024-03-17,05:05:00
20.905,20.515,20.568,2024-03-17,05:10:00
20.877,20.549,20.668,2024-03-17,05:15:00
20.827,20.599,20.668,2024-03-17,05:20:00
20.830,20.645,20.668,2024-03-17,05:25:00
20.640,20.689,20.809,2024-03-17,05:30:00
20.690,20.728,20.809,2024-03-17,05:35:00
20.685,20.764,20.809,2024-03-17,05:40:00
20.554,20.795,20.904,2024-03-17,05:45:00
20.754,20.838,20.904,2024-03-17,05:50:00
20.733,20.906,20.904,2024-03-17,05:55:00
20.654,21.000,21.015,2024-03-17,06:00:00
21.024,21.090,21.015,2024-03-17,06:05:00
21.151,21.148,21.015,2024-03-17,06:10:00
20.992,21.174,21.115,2024-03-17,06:15:00
21.101,21.188,21.115,2024-03-17,06:20:00
21.160,21.208,21.115,2024-03-17,06:25:00
21.010,21.235,21.246,2024-03-17,06:30:00
21.076,21.264,21.246,2024-03-17,06:35:00
21.172,21.287,21.246,2024-03-17,06:40:00
21.251,21.306,21.328,2024-03-17,06:45:00
21.514,21.326,21.328,2024-03-17,06:50:00
21.441,21.351,21.328,2024-03-17,06:55:00
21.390,21.382,21.481,2024-03-17,07:00:00
21.418,21.413,21.481,2024-03-17,07:05:00
21.581,21.437,21.481,2024-03-17,07:10:00
21.270,21.455,21.511,2024-03-17,07:15:00
21.578,21.469,21.511,2024-03-17,07:20:00
21.408,21.481,21.511,2024-03-17,07:25:00
21.200,21.491,21.561,2024-03-17,07:30:00
21.337,21.510,21.561,2024-03-17,07:35:00
21.494,21.547,21.561,2024-03-17,07:40:00
21.351,21.604,21.421,2024-03-17,07:45:00
21.314,21.640,21.421,2024-03-17,07:50:00
21.295,21.615,21.421,2024-03-17,07:55:00
21.347,21.529,21.634,2024-03-17,08:00:00
21.531,21.450,21.634,2024-03-17,08:05:00
21.606,21.447,21.634,2024-03-17,08:10:00
21.670,21.520,21.843,2024-03-17,08:15:00
21.765,21.625,21.843,2024-03-17,08:20:00
21.777,21.719,21.843,2024-03-17,08:25:00
21.910,21.801,22.193,2024-03-17,08:30:00
22.154,21.877,22.193,2024-03-17,08:35:00
22.207,21.955,22.193,2024-03-17,08:40:00
22.084,22.035,22.242,2024-03-17,08:45:00
22.186,22.128,22.242,2024-03-17,08:50:00
22.339,22.245,22.242,2024-03-17,08:55:00
22.925,22.388,22.704,2024-03-17,09:00:00
22.621,22.529,22.704,2024-03-17,09:05:00
22.915,22.640,22.704,2024-03-17,09:10:00
22.881,22.721,22.792,2024-03-17,09:15:00
22.816,22.791,22.792,2024-03-17,09:20:00
22.970,22.870,22.792,2024-03-17,09:25:00
22.981,22.958,23.092,2024-03-17,09:30:00
23.258,23.039,23.092,2024-03-17,09:35:00
23.422,23.100,23.092,2024-03-17,09:40:00
23.425,23.138,23.362,2024-03-17,09:45:00
23.220,23.194,23.362,2024-03-17,09:50:00
23.524,23.306,23.362,2024-03-17,09:55:00
23.493,23.473,23.560,2024-03-17,10:00:00
23.539,23.633,23.560,2024-03-17,10:05:00
23.535,23.726,23.560,2024-03-17,10:10:00
23.616,23.751,23.650,2024-03-17,10:15:00
23.559,23.746,23.650,2024-03-17,10:20:00
23.869,23.753,23.650,2024-03-17,10:25:00
23.617,23.770,23.750,2024-03-17,10:30:00
23.699,23.791,23.750,2024-03-17,10:35:00
23.635,23.808,23.750,2024-03-17,10:40:00
23.607,23.821,23.720,2024-03-17,10:45:00
23.727,23.822,23.720,2024-03-17,10:50:00
23.746,23.804,23.720,2024-03-17,10:55:00
23.405,23.766,23.657,2024-03-17,11:00:00
23.669,23.728,23.657,2024-03-17,11:05:00
23.636,23.707,23.657,2024-03-17,11:10:00
23.560,23.705,23.637,2024-03-17,11:15:00
23.602,23.707,23.637,2024-03-17,11:20:00
23.509,23.701,23.637,2024-03-17,11:25:00
23.539,23.687,23.317,2024-03-17,11:30:00
23.300,23.677,23.317,2024-03-17,11:35:00
23.325,23.687,23.317,2024-03-17,11:40:00
23.357,23.715,23.517,2024-03-17,11:45:00
23.262,23.723,23.517,2024-03-17,11:50:00
23.339,23.670,23.517,2024-03-17,11:55:00
22.994,23.558,23.281,2024-03-17,12:00:00
23.214,23.451,23.281,2024-03-17,12:05:00
23.295,23.411,23.281,2024-03-17,12:10:00
23.283,23.440,23.341,2024-03-17,12:15:00
23.400,23.495,23.341,2024-03-17,12:20:00
23.064,23.532,23.341,2024-03-17,12:25:00
23.355,23.551,23.361,2024-03-17,12:30:00
23.351,23.572,23.361,2024-03-17,12:35:00
23.324,23.614,23.361,2024-03-17,12:40:00
23.194,23.676,23.461,2024-03-17,12:45:00
23.286,23.722,23.461,2024-03-17,12:50:00
23.399,23.714,23.461,2024-03-17,12:55:00
23.455,23.652,23.468,2024-03-17,13:00:00
23.507,23.589,23.468,2024-03-17,13:05:00
23.506,23.577,23.468,2024-03-17,13:10:00
23.381,23.615,23.568,2024-03-17,13:15:00
23.645,23.672,23.568,2024-03-17,13:20:00
23.711,23.716,23.568,2024-03-17,13:25:00
23.708,23.748,23.768,2024-03-17,13:30:00
23.835,23.765,23.768,2024-03-17,13:35:00
23.742,23.767,23.768,2024-03-17,13:40:00
24.112,23.754,23.758,2024-03-17,13:45:00
23.962,23.759,23.758,2024-03-17,13:50:00
24.016,23.813,23.758,2024-03-17,13:55:00
24.246,23.916,23.945,2024-03-17,14:00:00
24.034,24.009,23.945,2024-03-17,14:05:00
24.293,24.029,23.945,2024-03-17,14:10:00
24.049,23.976,23.835,2024-03-17,14:15:00
23.739,23.893,23.835,2024-03-17,14:20:00
23.540,23.821,23.835,2024-03-17,14:25:00
23.584,23.761,23.645,2024-03-17,14:30:00
23.680,23.701,23.645,2024-03-17,14:35:00
23.636,23.632,23.645,2024-03-17,14:40:00
23.601,23.554,23.475,2024-03-17,14:45:00
23.247,23.475,23.475,2024-03-17,14:50:00
23.252,23.405,23.475,2024-03-17,14:55:00
23.246,23.343,23.278,2024-03-17,15:00:00
23.217,23.286,23.278,2024-03-17,15:05:00
23.162,23.230,23.278,2024-03-17,15:10:00
22.907,23.172,23.278,2024-03-17,15:15:00
23.049,23.115,23.278,2024-03-17,15:20:00
22.862,23.058,23.278,2024-03-17,15:25:00
22.947,23.001,23.078,2024-03-17,15:30:00
22.928,22.955,23.078,2024-03-17,15:35:00
23.015,22.928,23.078,2024-03-17,15:40:00
22.965,22.922,22.988,2024-03-17,15:45:00
23.046,22.898,22.988,2024-03-17,15:50:00
22.529,22.819,22.988,2024-03-17,15:55:00
22.522,22.686,22.730,2024-03-17,16:00:00
22.738,22.562,22.730,2024-03-17,16:05:00
22.643,22.510,22.730,2024-03-17,16:10:00
22.863,22.532,22.739,2024-03-17,16:15:00
22.689,22.584,22.739,2024-03-17,16:20:00
22.848,22.624,22.739,2024-03-17,16:25:00
23.134,22.653,22.954,2024-03-17,16:30:00
23.213,22.684,22.954,2024-03-17,16:35:00
23.164,22.728,22.954,2024-03-17,16:40:00
22.873,22.786,23.039,2024-03-17,16:45:00
23.048,22.847,23.039,2024-03-17,16:50:00
23.098,22.901,23.039,2024-03-17,16:55:00
23.287,22.947,23.132,2024-03-17,17:00:00
23.278,22.995,23.132,2024-03-17,17:05:00
23.155,23.055,23.132,2024-03-17,17:10:00
23.376,23.127,23.271,2024-03-17,17:15:00
23.437,23.207,23.271,2024-03-17,17:20:00
23.525,23.292,23.271,2024-03-17,17:25:00
23.487,23.380,23.551,2024-03-17,17:30:00
23.750,23.475,23.551,2024-03-17,17:35:00
23.707,23.581,23.551,2024-03-17,17:40:00
23.780,23.698,23.882,2024-03-17,17:45:00
23.828,23.821,23.882,2024-03-17,17:50:00
23.961,23.947,23.882,2024-03-17,17:55:00
24.124,24.075,24.346,2024-03-17,18:00:00
24.540,24.216,24.346,2024-03-17,18:05:00
24.547,24.382,24.346,2024-03-17,18:10:00
24.791,24.574,24.896,2024-03-17,18:15:00
24.796,24.781,24.896,2024-03-17,18:20:00
24.763,24.996,24.896,2024-03-17,18:25:00
24.983,25.217,25.216,2024-03-17,18:30:00
25.097,25.441,25.216,2024-03-17,18:35:00
25.293,25.662,25.216,2024-03-17,18:40:00
25.349,25.882,25.896,2024-03-17,18:45:00
25.671,26.116,25.896,2024-03-17,18:50:00
25.751,26.379,25.896,2024-03-17,18:55:00
25.972,26.672,26.792,2024-03-17,19:00:00
26.368,26.961,26.792,2024-03-17,19:05:00
26.222,27.213,26.792,2024-03-17,19:10:00
26.637,27.426,27.492,2024-03-17,19:15:00
26.969,27.622,27.492,2024-03-17,19:20:00
27.337,27.823,27.492,2024-03-17,19:25:00
27.522,28.029,27.868,2024-03-17,19:30:00
27.845,28.230,27.868,2024-03-17,19:35:00
27.875,28.416,27.868,2024-03-17,19:40:00
28.297,28.587,28.265,2024-03-17,19:45:00
28.475,28.755,28.265,2024-03-17,19:50:00
28.418,28.932,28.265,2024-03-17,19:55:00
28.607,29.117,29.036,2024-03-17,20:00:00
28.861,29.285,29.036,2024-03-17,20:05:00
29.056,29.413,29.036,2024-03-17,20:10:00
29.278,29.500,29.226,2024-03-17,20:15:00
29.022,29.567,29.226,2024-03-17,20:20:00
29.304,29.632,29.226,2024-03-17,20:25:00
29.268,29.697,29.224,2024-03-17,20:30:00
29.582,29.740,29.224,2024-03-17,20:35:00
29.629,29.742,29.224,2024-03-17,20:40:00
29.754,29.703,29.201,2024-03-17,20:45:00
29.753,29.685,29.201,2024-03-17,20:50:00
29.702,29.752,29.201,2024-03-17,20:55:00
29.689,29.904,29.274,2024-03-17,21:00:00
29.609,30.045,29.274,2024-03-17,21:05:00
29.428,30.081,29.274,2024-03-17,21:10:00
29.527,30.012,29.274,2024-03-17,21:15:00
29.608,29.894,29.274,2024-03-17,21:20:00
29.546,29.781,29.274,2024-03-17,21:25:00
29.361,29.675,29.174,2024-03-17,21:30:00
29.401,29.567,29.174,2024-03-17,21:35:00
29.134,29.447,29.174,2024-03-17,21:40:00
29.046,29.316,28.774,2024-03-17,21:45:00
28.983,29.162,28.774,2024-03-17,21:50:00
28.929,28.971,28.774,2024-03-17,21:55:00
28.464,28.745,28.171,2024-03-17,22:00:00
28.391,28.515,28.171,2024-03-17,22:05:00
28.362,28.315,28.171,2024-03-17,22:10:00
28.146,28.144,27.732,2024-03-17,22:15:00
27.958,27.980,27.732,2024-03-17,22:20:00
27.679,27.800,27.732,2024-03-17,22:25:00
27.652,27.602,27.195,2024-03-17,22:30:00
27.581,27.402,27.195,2024-03-17,22:35:00
27.311,27.215,27.195,2024-03-17,22:40:00
26.772,27.040,26.769,2024-03-17,22:45:00
26.749,26.850,26.769,2024-03-17,22:50:00
26.701,26.618,26.769,2024-03-17,22:55:00
26.389,26.343,25.970,2024-03-17,23:00:00
26.510,26.073,25.970,2024-03-17,23:05:00
26.148,25.855,25.970,2024-03-17,23:10:00
25.722,25.690,25.370,2024-03-17,23:15:00
25.791,25.546,25.370,2024-03-17,23:20:00
25.624,25.393,25.370,2024-03-17,23:25:00
25.429,25.229,24.970,2024-03-17,23:30:00
25.202,25.068,24.970,2024-03-17,23:35:00
25.155,24.921,24.970,2024-03-17,23:40:00
24.585,24.789,24.570,2024-03-17,23:45:00
24.519,24.652,24.570,2024-03-17,23:50:00
24.358,24.493,24.570,2024-03-17,23:55:00
24.359,24.311,24.031,2024-03-18,00:00:00
24.484,24.131,24.031,2024-03-18,00:05:00
24.571,23.977,24.031,2024-03-18,00:10:00
24.009,23.849,23.649,2024-03-18,00:15:00
23.971,23.734,23.649,2024-03-18,00:20:00
23.845,23.617,23.649,2024-03-18,00:25:00
24.001,23.499,23.336,2024-03-18,00:30:00
23.704,23.380,23.336,2024-03-18,00:35:00
23.442,23.258,23.336,2024-03-18,00:40:00
23.335,23.135,23.076,2024-03-18,00:45:00
23.344,23.025,23.076,2024-03-18,00:50:00
23.237,22.943,23.076,2024-03-18,00:55:00
23.090,22.888,22.812,2024-03-18,01:00:00
22.922,22.837,22.812,2024-03-18,01:05:00
22.790,22.764,22.812,2024-03-18,01:10:00
22.943,22.668,22.502,2024-03-18,01:15:00
22.646,22.567,22.502,2024-03-18,01:20:00
22.474,22.476,22.502,2024-03-18,01:25:00
22.572,22.395,22.342,2024-03-18,01:30:00
22.541,22.320,22.342,2024-03-18,01:35:00
22.368,22.246,22.342,2024-03-18,01:40:00
22.462,22.173,22.044,2024-03-18,01:45:00
22.185,22.103,22.044,2024-03-18,01:50:00
22.003,22.041,22.044,2024-03-18,01:55:00
21.966,21.985,21.797,2024-03-18,02:00:00
22.023,21.933,21.797,2024-03-18,02:05:00
21.615,21.881,21.797,2024-03-18,02:10:00
21.681,21.829,21.780,2024-03-18,02:15:00
21.742,21.778,21.780,2024-03-18,02:20:00
21.773,21.730,21.780,2024-03-18,02:25:00
21.663,21.685,21.582,2024-03-18,02:30:00
21.644,21.645,21.582,2024-03-18,02:35:00
21.477,21.609,21.582,2024-03-18,02:40:00
21.291,21.578,21.593,2024-03-18,02:45:00
21.780,21.547,21.593,2024-03-18,02:50:00
21.448,21.512,21.593,2024-03-18,02:55:00
21.589,21.471,21.298,2024-03-18,03:00:00
21.506,21.433,21.298,2024-03-18,03:05:00
21.194,21.405,21.298,2024-03-18,03:10:00
21.209,21.387,21.396,2024-03-18,03:15:00
21.384,21.375,21.396,2024-03-18,03:20:00
21.390,21.364,21.396,2024-03-18,03:25:00
21.253,21.355,21.396,2024-03-18,03:30:00
21.152,21.349,21.396,2024-03-18,03:35:00
21.306,21.344,21.396,2024-03-18,03:40:00
21.190,21.342,21.402,2024-03-18,03:45:00
21.344,21.344,21.402,2024-03-18,03:50:00
21.028,21.353,21.402,2024-03-18,03:55:00
21.193,21.369,21.316,2024-03-18,04:00:00
21.446,21.386,21.316,2024-03-18,04:05:00
21.416,21.397,21.316,2024-03-18,04:10:00
21.293,21.401,21.446,2024-03-18,04:15:00
21.070,21.403,21.446,2024-03-18,04:20:00
21.350,21.405,21.446,2024-03-18,04:25:00
21.328,21.406,21.506,2024-03-18,04:30:00
21.458,21.426,21.506,2024-03-18,04:35:00
21.395,21.486,21.506,2024-03-18,04:40:00
21.255,21.584,21.446,2024-03-18,04:45:00
21.436,21.653,21.446,2024-03-18,04:50:00
21.457,21.623,21.446,2024-03-18,04:55:00
21.401,21.494,21.492,2024-03-18,05:00:00
21.609,21.387,21.492,2024-03-18,05:05:00
21.738,21.423,21.492,2024-03-18,05:10:00
21.897,21.602,21.958,2024-03-18,05:15:00
22.032,21.842,21.958,2024-03-18,05:20:00
22.011,22.064,21.958,2024-03-18,05:25:00
22.318,22.265,22.572,2024-03-18,05:30:00
22.444,22.472,22.572,2024-03-18,05:35:00
22.351,22.710,22.572,2024-03-18,05:40:00
22.419,22.979,23.264,2024-03-18,05:45:00
22.719,23.251,23.264,2024-03-18,05:50:00
22.857,23.500,23.264,2024-03-18,05:55:00
23.109,23.725,24.225,2024-03-18,06:00:00
23.801,23.961,24.225,2024-03-18,06:05:00
24.069,24.240,24.225,2024-03-18,06:10:00
24.331,24.563,25.024,2024-03-18,06:15:00
24.792,24.907,25.024,2024-03-18,06:20:00
24.822,25.249,25.024,2024-03-18,06:25:00
24.914,25.590,25.908,2024-03-18,06:30:00
25.276,25.920,25.908,2024-03-18,06:35:00
25.863,26.232,25.908,2024-03-18,06:40:00
26.024,26.525,26.928,2024-03-18,06:45:00
26.069,26.839,26.928,2024-03-18,06:50:00
26.309,27.216,26.928,2024-03-18,06:55:00
26.456,27.655,28.321,2024-03-18,07:00:00
27.297,28.078,28.321,2024-03-18,07:05:00
27.749,28.407,28.321,2024-03-18,07:10:00
27.791,28.642,29.001,2024-03-18,07:15:00
27.720,28.831,29.001,2024-03-18,07:20:00
27.990,29.019,29.001,2024-03-18,07:25:00
28.058,29.209,29.069,2024-03-18,07:30:00
28.273,29.399,29.069,2024-03-18,07:35:00
28.387,29.592,29.069,2024-03-18,07:40:00
28.350,29.787,28.581,2024-03-18,07:45:00
28.437,29.935,28.581,2024-03-18,07:50:00
28.373,29.988,28.581,2024-03-18,07:55:00
28.675,29.945,29.131,2024-03-18,08:00:00
28.758,29.888,29.131,2024-03-18,08:05:00
29.042,29.901,29.131,2024-03-18,08:10:00
29.304,29.984,29.121,2024-03-18,08:15:00
29.368,30.081,29.121,2024-03-18,08:20:00
29.308,30.138,29.121,2024-03-18,08:25:00
29.013,30.156,29.128,2024-03-18,08:30:00
29.163,30.165,29.128,2024-03-18,08:35:00
29.215,30.197,29.128,2024-03-18,08:40:00
29.119,30.252,29.076,2024-03-18,08:45:00
29.305,30.265,29.076,2024-03-18,08:50:00
29.186,30.171,29.076,2024-03-18,08:55:00
29.080,29.970,29.105,2024-03-18,09:00:00
29.072,29.767,29.105,2024-03-18,09:05:00
29.307,29.664,29.105,2024-03-18,09:10:00
29.363,29.662,29.335,2024-03-18,09:15:00
29.580,29.692,29.335,2024-03-18,09:20:00
29.632,29.684,29.335,2024-03-18,09:25:00
29.531,29.639,29.515,2024-03-18,09:30:00
29.513,29.585,29.515,2024-03-18,09:35:00
29.428,29.552,29.515,2024-03-18,09:40:00
29.266,29.540,29.425,2024-03-18,09:45:00
29.349,29.505,29.425,2024-03-18,09:50:00
