Real,Prevista,Programada,Date,Time
30.503,30.075,30.050,2023-12-31,21:00:00
30.430,30.089,30.050,2023-12-31,21:05:00
30.213,29.972,30.050,2023-12-31,21:10:00
29.997,29.723,29.750,2023-12-31,21:15:00
29.831,29.419,29.750,2023-12-31,21:20:00
29.740,29.137,29.750,2023-12-31,21:25:00
29.378,28.877,29.250,2023-12-31,21:30:00
29.190,28.627,29.250,2023-12-31,21:35:00
28.921,28.374,29.250,2023-12-31,21:40:00
28.699,28.118,28.040,2023-12-31,21:45:00
28.478,27.848,28.040,2023-12-31,21:50:00
28.176,27.552,28.040,2023-12-31,21:55:00
27.746,27.229,27.132,2023-12-31,22:00:00
27.439,26.912,27.132,2023-12-31,22:05:00
27.165,26.633,27.132,2023-12-31,22:10:00
26.941,26.390,26.232,2023-12-31,22:15:00
26.623,26.172,26.232,2023-12-31,22:20:00
26.325,25.962,26.232,2023-12-31,22:25:00
26.205,25.762,25.832,2023-12-31,22:30:00
26.037,25.564,25.832,2023-12-31,22:35:00
25.898,25.361,25.832,2023-12-31,22:40:00
25.738,25.154,25.512,2023-12-31,22:45:00
25.640,24.982,25.512,2023-12-31,22:50:00
25.463,24.888,25.512,2023-12-31,22:55:00
25.325,24.870,24.600,2023-12-31,23:00:00
25.207,24.858,24.600,2023-12-31,23:05:00
25.180,24.780,24.600,2023-12-31,23:10:00
25.021,24.635,24.416,2023-12-31,23:15:00
24.848,24.468,24.416,2023-12-31,23:20:00
24.764,24.326,24.416,2023-12-31,23:25:00
24.673,24.207,24.172,2023-12-31,23:30:00
24.509,24.104,24.172,2023-12-31,23:35:00
24.390,24.011,24.172,2023-12-31,23:40:00
24.299,23.926,23.901,2023-12-31,23:45:00
24.159,23.837,23.901,2023-12-31,23:50:00
23.925,23.731,23.901,2023-12-31,23:55:00
23.548,23.608,23.580,2024-01-01,00:00:00
23.578,23.492,23.580,2024-01-01,00:05:00
23.612,23.405,23.580,2024-01-01,00:10:00
23.495,23.348,23.603,2024-01-01,00:15:00
23.393,23.316,23.603,2024-01-01,00:20:00
23.363,23.303,23.603,2024-01-01,00:25:00
23.293,23.308,23.434,2024-01-01,00:30:00
23.330,23.293,23.434,2024-01-01,00:35:00
23.215,23.216,23.434,2024-01-01,00:40:00
23.208,23.077,23.300,2024-01-01,00:45:00
23.116,23.028,23.300,2024-01-01,00:50:00
23.075,23.219,23.300,2024-01-01,00:55:00
22.994,23.649,23.405,2024-01-01,01:00:00
22.949,24.056,23.405,2024-01-01,01:05:00
22.960,24.176,23.405,2024-01-01,01:10:00
22.868,24.009,23.142,2024-01-01,01:15:00
22.795,23.733,23.142,2024-01-01,01:20:00
22.668,23.522,23.142,2024-01-01,01:25:00
22.573,23.379,22.937,2024-01-01,01:30:00
22.495,23.247,22.937,2024-01-01,01:35:00
22.400,23.074,22.937,2024-01-01,01:40:00
22.309,22.859,22.317,2024-01-01,01:45:00
22.187,22.663,22.317,2024-01-01,01:50:00
22.131,22.546,22.317,2024-01-01,01:55:00
21.961,22.509,21.556,2024-01-01,02:00:00
21.842,22.482,21.556,2024-01-01,02:05:00
21.757,22.395,21.556,2024-01-01,02:10:00
21.653,22.250,21.370,2024-01-01,02:15:00
21.537,22.074,21.370,2024-01-01,02:20:00
21.447,21.898,21.370,2024-01-01,02:25:00
21.324,21.721,21.147,2024-01-01,02:30:00
21.241,21.555,21.147,2024-01-01,02:35:00
21.142,21.411,21.147,2024-01-01,02:40:00
21.065,21.289,20.863,2024-01-01,02:45:00
20.910,21.133,20.863,2024-01-01,02:50:00
20.754,20.888,20.863,2024-01-01,02:55:00
20.718,20.553,20.216,2024-01-01,03:00:00
20.570,20.243,20.216,2024-01-01,03:05:00
20.404,20.073,20.216,2024-01-01,03:10:00
20.316,20.043,19.966,2024-01-01,03:15:00
20.219,20.065,19.966,2024-01-01,03:20:00
20.153,20.051,19.966,2024-01-01,03:25:00
20.061,20.002,19.716,2024-01-01,03:30:00
20.016,19.951,19.716,2024-01-01,03:35:00
19.919,19.931,19.716,2024-01-01,03:40:00
19.858,19.944,19.516,2024-01-01,03:45:00
19.753,19.933,19.516,2024-01-01,03:50:00
19.709,19.846,19.516,2024-01-01,03:55:00
19.647,19.681,19.507,2024-01-01,04:00:00
19.611,19.511,19.507,2024-01-01,04:05:00
19.526,19.409,19.507,2024-01-01,04:10:00
19.489,19.375,19.197,2024-01-01,04:15:00
19.440,19.367,19.197,2024-01-01,04:20:00
19.348,19.345,19.197,2024-01-01,04:25:00
19.332,19.309,19.097,2024-01-01,04:30:00
19.287,19.273,19.097,2024-01-01,04:35:00
19.172,19.252,19.097,2024-01-01,04:40:00
19.171,19.246,18.997,2024-01-01,04:45:00
19.128,19.236,18.997,2024-01-01,04:50:00
19.104,19.203,18.997,2024-01-01,04:55:00
19.097,19.147,19.131,2024-01-01,05:00:00
19.161,19.095,19.131,2024-01-01,05:05:00
19.131,19.074,19.131,2024-01-01,05:10:00
19.135,19.083,19.161,2024-01-01,05:15:00
19.099,19.106,19.161,2024-01-01,05:20:00
19.088,19.124,19.161,2024-01-01,05:25:00
19.065,19.138,19.211,2024-01-01,05:30:00
19.032,19.154,19.211,2024-01-01,05:35:00
19.030,19.181,19.211,2024-01-01,05:40:00
19.045,19.217,19.291,2024-01-01,05:45:00
19.010,19.251,19.291,2024-01-01,05:50:00
19.001,19.268,19.291,2024-01-01,05:55:00
19.028,19.270,19.025,2024-01-01,06:00:00
19.163,19.276,19.025,2024-01-01,06:05:00
19.227,19.306,19.025,2024-01-01,06:10:00
19.223,19.361,19.512,2024-01-01,06:15:00
19.197,19.425,19.512,2024-01-01,06:20:00
19.273,19.485,19.512,2024-01-01,06:25:00
19.252,19.541,19.686,2024-01-01,06:30:00
19.316,19.594,19.686,2024-01-01,06:35:00
19.350,19.647,19.686,2024-01-01,06:40:00
19.335,19.699,19.789,2024-01-01,06:45:00
19.391,19.751,19.789,2024-01-01,06:50:00
19.366,19.801,19.789,2024-01-01,06:55:00
19.451,19.852,19.934,2024-01-01,07:00:00
19.504,19.893,19.934,2024-01-01,07:05:00
19.573,19.916,19.934,2024-01-01,07:10:00
19.652,19.922,19.935,2024-01-01,07:15:00
19.586,19.917,19.935,2024-01-01,07:20:00
19.677,19.910,19.935,2024-01-01,07:25:00
19.714,19.900,19.938,2024-01-01,07:30:00
19.693,19.890,19.938,2024-01-01,07:35:00
19.754,19.884,19.938,2024-01-01,07:40:00
19.716,19.881,19.865,2024-01-01,07:45:00
19.836,19.870,19.865,2024-01-01,07:50:00
19.756,19.842,19.865,2024-01-01,07:55:00
19.774,19.797,19.863,2024-01-01,08:00:00
19.823,19.758,19.863,2024-01-01,08:05:00
19.867,19.751,19.863,2024-01-01,08:10:00
19.811,19.775,19.763,2024-01-01,08:15:00
19.782,19.810,19.763,2024-01-01,08:20:00
19.708,19.835,19.763,2024-01-01,08:25:00
19.650,19.851,19.663,2024-01-01,08:30:00
19.675,19.875,19.663,2024-01-01,08:35:00
19.619,19.924,19.663,2024-01-01,08:40:00
19.607,20.000,19.563,2024-01-01,08:45:00
19.571,20.050,19.563,2024-01-01,08:50:00
19.498,20.021,19.563,2024-01-01,08:55:00
19.606,19.914,19.689,2024-01-01,09:00:00
19.738,19.815,19.689,2024-01-01,09:05:00
19.825,19.811,19.689,2024-01-01,09:10:00
19.937,19.900,20.189,2024-01-01,09:15:00
20.025,20.025,20.189,2024-01-01,09:20:00
19.990,20.127,20.189,2024-01-01,09:25:00
20.099,20.206,20.289,2024-01-01,09:30:00
20.211,20.283,20.289,2024-01-01,09:35:00
20.262,20.380,20.289,2024-01-01,09:40:00
20.257,20.497,20.525,2024-01-01,09:45:00
20.344,20.602,20.525,2024-01-01,09:50:00
20.404,20.662,20.525,2024-01-01,09:55:00
20.552,20.679,20.811,2024-01-01,10:00:00
20.541,20.693,20.811,2024-01-01,10:05:00
20.679,20.749,20.811,2024-01-01,10:10:00
20.752,20.847,21.041,2024-01-01,10:15:00
20.739,20.960,21.041,2024-01-01,10:20:00
20.766,21.064,21.041,2024-01-01,10:25:00
21.703,21.160,21.661,2024-01-01,10:30:00
21.759,21.246,21.661,2024-01-01,10:35:00
21.869,21.320,21.661,2024-01-01,10:40:00
22.042,21.383,22.111,2024-01-01,10:45:00
22.083,21.461,22.111,2024-01-01,10:50:00
22.131,21.580,22.111,2024-01-01,10:55:00
22.221,21.741,22.515,2024-01-01,11:00:00
22.306,21.894,22.515,2024-01-01,11:05:00
22.402,21.988,22.515,2024-01-01,11:10:00
22.483,22.025,22.615,2024-01-01,11:15:00
22.477,22.042,22.615,2024-01-01,11:20:00
22.529,22.078,22.615,2024-01-01,11:25:00
22.595,22.134,22.665,2024-01-01,11:30:00
22.605,22.179,22.665,2024-01-01,11:35:00
22.700,22.185,22.665,2024-01-01,11:40:00
22.769,22.152,22.735,2024-01-01,11:45:00
22.679,22.162,22.735,2024-01-01,11:50:00
22.710,22.300,22.735,2024-01-01,11:55:00
22.572,22.564,22.833,2024-01-01,12:00:00
22.768,22.831,22.833,2024-01-01,12:05:00
22.794,22.980,22.833,2024-01-01,12:10:00
22.798,23.008,23.083,2024-01-01,12:15:00
22.808,22.995,23.083,2024-01-01,12:20:00
22.779,23.017,23.083,2024-01-01,12:25:00
22.778,23.075,23.186,2024-01-01,12:30:00
22.831,23.144,23.186,2024-01-01,12:35:00
22.837,23.202,23.186,2024-01-01,12:40:00
22.779,23.248,22.885,2024-01-01,12:45:00
22.809,23.299,22.885,2024-01-01,12:50:00
22.735,23.372,22.885,2024-01-01,12:55:00
22.718,23.468,22.628,2024-01-01,13:00:00
22.771,23.573,22.628,2024-01-01,13:05:00
22.905,23.675,22.628,2024-01-01,13:10:00
22.915,23.774,22.728,2024-01-01,13:15:00
22.974,23.869,22.728,2024-01-01,13:20:00
23.005,23.961,22.728,2024-01-01,13:25:00
23.055,24.050,22.826,2024-01-01,13:30:00
22.978,24.141,22.826,2024-01-01,13:35:00
23.051,24.241,22.826,2024-01-01,13:40:00
23.108,24.349,22.825,2024-01-01,13:45:00
23.162,24.430,22.825,2024-01-01,13:50:00
23.301,24.449,22.825,2024-01-01,13:55:00
23.357,24.406,23.050,2024-01-01,14:00:00
23.421,24.346,23.050,2024-01-01,14:05:00
23.401,24.315,23.050,2024-01-01,14:10:00
23.272,24.312,23.085,2024-01-01,14:15:00
23.273,24.308,23.085,2024-01-01,14:20:00
23.100,24.272,23.085,2024-01-01,14:25:00
23.124,24.205,23.143,2024-01-01,14:30:00
23.074,24.139,23.143,2024-01-01,14:35:00
22.884,24.105,23.143,2024-01-01,14:40:00
22.746,24.105,22.912,2024-01-01,14:45:00
22.821,24.051,22.912,2024-01-01,14:50:00
22.735,23.861,22.912,2024-01-01,14:55:00
22.610,23.533,22.646,2024-01-01,15:00:00
22.542,23.209,22.646,2024-01-01,15:05:00
22.622,23.031,22.646,2024-01-01,15:10:00
22.485,23.000,22.382,2024-01-01,15:15:00
22.411,23.019,22.382,2024-01-01,15:20:00
22.373,22.993,22.382,2024-01-01,15:25:00
22.320,22.921,22.132,2024-01-01,15:30:00
22.226,22.855,22.132,2024-01-01,15:35:00
22.285,22.850,22.132,2024-01-01,15:40:00
22.215,22.903,22.132,2024-01-01,15:45:00
22.169,22.903,22.132,2024-01-01,15:50:00
22.249,22.737,22.132,2024-01-01,15:55:00
22.186,22.404,22.162,2024-01-01,16:00:00
22.257,22.075,22.162,2024-01-01,16:05:00
22.246,21.921,22.162,2024-01-01,16:10:00
22.323,21.943,22.160,2024-01-01,16:15:00
22.317,22.031,22.160,2024-01-01,16:20:00
22.333,22.078,22.160,2024-01-01,16:25:00
22.443,22.085,22.163,2024-01-01,16:30:00
22.434,22.090,22.163,2024-01-01,16:35:00
22.632,22.133,22.163,2024-01-01,16:40:00
22.609,22.213,22.153,2024-01-01,16:45:00
22.820,22.289,22.153,2024-01-01,16:50:00
22.875,22.317,22.153,2024-01-01,16:55:00
22.977,22.298,23.196,2024-01-01,17:00:00
23.186,22.297,23.196,2024-01-01,17:05:00
23.278,22.380,23.196,2024-01-01,17:10:00
23.493,22.546,23.556,2024-01-01,17:15:00
23.493,22.754,23.556,2024-01-01,17:20:00
23.584,22.962,23.556,2024-01-01,17:25:00
23.706,23.169,24.154,2024-01-01,17:30:00
23.898,23.367,24.154,2024-01-01,17:35:00
24.254,23.546,24.154,2024-01-01,17:40:00
24.375,23.706,24.993,2024-01-01,17:45:00
24.752,23.911,24.993,2024-01-01,17:50:00
24.941,24.223,24.993,2024-01-01,17:55:00
25.148,24.642,25.707,2024-01-01,18:00:00
25.632,25.052,25.707,2024-01-01,18:05:00
25.811,25.335,25.707,2024-01-01,18:10:00
26.105,25.491,26.415,2024-01-01,18:15:00
26.383,25.601,26.415,2024-01-01,18:20:00
26.545,25.748,26.415,2024-01-01,18:25:00
26.783,25.931,26.723,2024-01-01,18:30:00
26.916,26.109,26.723,2024-01-01,18:35:00
27.036,26.244,26.723,2024-01-01,18:40:00
27.087,26.333,27.067,2024-01-01,18:45:00
27.211,26.460,27.067,2024-01-01,18:50:00
27.294,26.705,27.067,2024-01-01,18:55:00
27.458,27.068,27.636,2024-01-01,19:00:00
27.669,27.428,27.636,2024-01-01,19:05:00
27.708,27.663,27.636,2024-01-01,19:10:00
27.776,27.772,27.978,2024-01-01,19:15:00
27.941,27.834,27.978,2024-01-01,19:20:00
27.975,27.929,27.978,2024-01-01,19:25:00
28.059,28.056,28.297,2024-01-01,19:30:00
28.181,28.190,28.297,2024-01-01,19:35:00
28.251,28.306,28.297,2024-01-01,19:40:00
28.376,28.404,28.487,2024-01-01,19:45:00
28.437,28.503,28.487,2024-01-01,19:50:00
28.468,28.622,28.487,2024-01-01,19:55:00
28.494,28.761,28.732,2024-01-01,20:00:00
28.833,28.898,28.732,2024-01-01,20:05:00
28.907,29.008,28.732,2024-01-01,20:10:00
28.948,29.094,29.070,2024-01-01,20:15:00
29.055,29.167,29.070,2024-01-01,20:20:00
29.201,29.243,29.070,2024-01-01,20:25:00
29.254,29.322,29.241,2024-01-01,20:30:00
29.234,29.390,29.241,2024-01-01,20:35:00
29.302,29.433,29.241,2024-01-01,20:40:00
29.346,29.451,29.441,2024-01-01,20:45:00
29.485,29.479,29.441,2024-01-01,20:50:00
29.489,29.551,29.441,2024-01-01,20:55:00
29.547,29.666,29.419,2024-01-01,21:00:00
29.593,29.764,29.419,2024-01-01,21:05:00
29.637,29.785,29.419,2024-01-01,21:10:00
29.636,29.728,29.419,2024-01-01,21:15:00
29.602,29.634,29.419,2024-01-01,21:20:00
29.589,29.543,29.419,2024-01-01,21:25:00
29.435,29.456,29.428,2024-01-01,21:30:00
29.363,29.365,29.428,2024-01-01,21:35:00
29.247,29.260,29.428,2024-01-01,21:40:00
29.074,29.142,29.128,2024-01-01,21:45:00
28.945,29.009,29.128,2024-01-01,21:50:00
28.815,28.862,29.128,2024-01-01,21:55:00
28.712,28.699,28.443,2024-01-01,22:00:00
28.425,28.531,28.443,2024-01-01,22:05:00
28.289,28.369,28.443,2024-01-01,22:10:00
28.148,28.211,27.992,2024-01-01,22:15:00
27.845,28.052,27.992,2024-01-01,22:20:00
27.844,27.885,27.992,2024-01-01,22:25:00
27.594,27.711,27.242,2024-01-01,22:30:00
27.352,27.525,27.242,2024-01-01,22:35:00
27.259,27.323,27.242,2024-01-01,22:40:00
27.064,27.104,26.702,2024-01-01,22:45:00
26.974,26.898,26.702,2024-01-01,22:50:00
26.609,26.733,26.702,2024-01-01,22:55:00
26.282,26.609,25.904,2024-01-01,23:00:00
26.130,26.480,25.904,2024-01-01,23:05:00
25.902,26.298,25.904,2024-01-01,23:10:00
25.692,26.064,25.304,2024-01-01,23:15:00
25.523,25.809,25.304,2024-01-01,23:20:00
25.361,25.565,25.304,2024-01-01,23:25:00
24.975,25.332,24.494,2024-01-01,23:30:00
24.732,25.110,24.494,2024-01-01,23:35:00
24.529,24.898,24.494,2024-01-01,23:40:00
24.367,24.696,24.085,2024-01-01,23:45:00
24.195,24.479,24.085,2024-01-01,23:50:00
23.889,24.224,24.085,2024-01-01,23:55:00
23.720,23.930,23.398,2024-01-02,00:00:00
23.690,23.642,23.398,2024-01-02,00:05:00
23.543,23.404,23.398,2024-01-02,00:10:00
23.349,23.215,23.136,2024-01-02,00:15:00
23.079,23.048,23.136,2024-01-02,00:20:00
22.909,22.873,23.136,2024-01-02,00:25:00
22.833,22.690,22.326,2024-01-02,00:30:00
22.680,22.508,22.326,2024-01-02,00:35:00
22.386,22.332,22.326,2024-01-02,00:40:00
22.279,22.164,21.720,2024-01-02,00:45:00
22.100,22.003,21.720,2024-01-02,00:50:00
21.981,21.846,21.720,2024-01-02,00:55:00
21.685,21.695,21.086,2024-01-02,01:00:00
21.566,21.549,21.086,2024-01-02,01:05:00
21.403,21.410,21.086,2024-01-02,01:10:00
21.313,21.278,20.692,2024-01-02,01:15:00
21.219,21.150,20.692,2024-01-02,01:20:00
21.098,21.026,20.692,2024-01-02,01:25:00
20.896,20.904,20.293,2024-01-02,01:30:00
20.804,20.785,20.293,2024-01-02,01:35:00
20.638,20.666,20.293,2024-01-02,01:40:00
20.678,20.549,19.995,2024-01-02,01:45:00
20.529,20.441,19.995,2024-01-02,01:50:00
20.358,20.349,19.995,2024-01-02,01:55:00
20.261,20.274,19.823,2024-01-02,02:00:00
20.286,20.205,19.823,2024-01-02,02:05:00
20.200,20.129,19.823,2024-01-02,02:10:00
20.056,20.047,19.642,2024-01-02,02:15:00
19.969,19.965,19.642,2024-01-02,02:20:00
19.964,19.889,19.642,2024-01-02,02:25:00
20.003,19.819,19.449,2024-01-02,02:30:00
19.914,19.755,19.449,2024-01-02,02:35:00
19.782,19.694,19.449,2024-01-02,02:40:00
19.716,19.636,19.330,2024-01-02,02:45:00
19.728,19.581,19.330,2024-01-02,02:50:00
19.655,19.527,19.330,2024-01-02,02:55:00
19.579,19.475,19.375,2024-01-02,03:00:00
19.611,19.425,19.375,2024-01-02,03:05:00
19.628,19.381,19.375,2024-01-02,03:10:00
19.591,19.342,19.275,2024-01-02,03:15:00
19.607,19.307,19.275,2024-01-02,03:20:00
19.502,19.277,19.275,2024-01-02,03:25:00
19.477,19.252,19.235,2024-01-02,03:30:00
19.435,19.227,19.235,2024-01-02,03:35:00
19.451,19.202,19.235,2024-01-02,03:40:00
19.361,19.175,19.065,2024-01-02,03:45:00
19.405,19.158,19.065,2024-01-02,03:50:00
19.384,19.162,19.065,2024-01-02,03:55:00
19.429,19.186,19.051,2024-01-02,04:00:00
19.483,19.214,19.051,2024-01-02,04:05:00
19.448,19.229,19.051,2024-01-02,04:10:00
19.486,19.231,19.055,2024-01-02,04:15:00
19.497,19.229,19.055,2024-01-02,04:20:00
19.508,19.233,19.055,2024-01-02,04:25:00
19.375,19.242,19.055,2024-01-02,04:30:00
19.486,19.271,19.055,2024-01-02,04:35:00
19.505,19.333,19.055,2024-01-02,04:40:00
19.505,19.427,19.175,2024-01-02,04:45:00
19.578,19.499,19.175,2024-01-02,04:50:00
19.505,19.493,19.175,2024-01-02,04:55:00
19.594,19.410,19.584,2024-01-02,05:00:00
19.777,19.343,19.584,2024-01-02,05:05:00
19.911,19.386,19.584,2024-01-02,05:10:00
19.975,19.540,19.666,2024-01-02,05:15:00
20.125,19.746,19.666,2024-01-02,05:20:00
20.213,19.946,19.666,2024-01-02,05:25:00
20.124,20.139,20.089,2024-01-02,05:30:00
20.284,20.332,20.089,2024-01-02,05:35:00
20.407,20.533,20.089,2024-01-02,05:40:00
20.533,20.741,20.584,2024-01-02,05:45:00
20.560,20.981,20.584,2024-01-02,05:50:00
20.819,21.277,20.584,2024-01-02,05:55:00
21.099,21.628,21.626,2024-01-02,06:00:00
21.744,21.988,21.626,2024-01-02,06:05:00
22.282,22.308,21.626,2024-01-02,06:10:00
22.468,22.589,22.107,2024-01-02,06:15:00
22.704,22.861,22.107,2024-01-02,06:20:00
22.835,23.153,22.107,2024-01-02,06:25:00
23.081,23.467,23.091,2024-01-02,06:30:00
23.319,23.787,23.091,2024-01-02,06:35:00
23.510,24.096,23.091,2024-01-02,06:40:00
23.803,24.396,23.788,2024-01-02,06:45:00
24.148,24.708,23.788,2024-01-02,06:50:00
24.482,25.056,23.788,2024-01-02,06:55:00
24.755,25.440,25.257,2024-01-02,07:00:00
25.589,25.820,25.257,2024-01-02,07:05:00
26.056,26.158,25.257,2024-01-02,07:10:00
26.191,26.453,26.027,2024-01-02,07:15:00
26.426,26.728,26.027,2024-01-02,07:20:00
26.564,27.006,26.027,2024-01-02,07:25:00
26.916,27.287,27.267,2024-01-02,07:30:00
27.334,27.564,27.267,2024-01-02,07:35:00
27.559,27.832,27.267,2024-01-02,07:40:00
27.827,28.092,27.986,2024-01-02,07:45:00
27.963,28.343,27.986,2024-01-02,07:50:00
28.133,28.588,27.986,2024-01-02,07:55:00
28.576,28.826,29.141,2024-01-02,08:00:00
28.925,29.060,29.141,2024-01-02,08:05:00
29.005,29.291,29.141,2024-01-02,08:10:00
29.451,29.518,29.671,2024-01-02,08:15:00
29.593,29.741,29.671,2024-01-02,08:20:00
29.832,29.954,29.671,2024-01-02,08:25:00
29.978,30.159,29.921,2024-01-02,08:30:00
30.090,30.352,29.921,2024-01-02,08:35:00
30.147,30.531,29.921,2024-01-02,08:40:00
30.171,30.696,30.421,2024-01-02,08:45:00
30.370,30.860,30.421,2024-01-02,08:50:00
30.577,31.036,30.421,2024-01-02,08:55:00
30.650,31.226,31.314,2024-01-02,09:00:00
31.023,31.406,31.314,2024-01-02,09:05:00
31.286,31.550,31.314,2024-01-02,09:10:00
31.368,31.660,31.814,2024-01-02,09:15:00
31.637,31.751,31.814,2024-01-02,09:20:00
31.621,31.840,31.814,2024-01-02,09:25:00
31.739,31.925,32.064,2024-01-02,09:30:00
31.886,32.005,32.064,2024-01-02,09:35:00
31.913,32.075,32.064,2024-01-02,09:40:00
31.977,32.136,32.204,2024-01-02,09:45:00
32.091,32.188,32.204,2024-01-02,09:50:00
32.153,32.232,32.204,2024-01-02,09:55:00
32.292,32.268,32.363,2024-01-02,10:00:00
32.344,32.298,32.363,2024-01-02,10:05:00
32.379,32.323,32.363,2024-01-02,10:10:00
32.463,32.343,32.303,2024-01-02,10:15:00
32.595,32.359,32.303,2024-01-02,10:20:00
32.579,32.371,32.303,2024-01-02,10:25:00
32.547,32.378,32.389,2024-01-02,10:30:00
32.552,32.376,32.389,2024-01-02,10:35:00
32.488,32.360,32.389,2024-01-02,10:40:00
32.485,32.329,32.343,2024-01-02,10:45:00
32.423,32.305,32.343,2024-01-02,10:50:00
32.420,32.312,32.343,2024-01-02,10:55:00
32.247,32.348,32.403,2024-01-02,11:00:00
32.403,32.379,32.403,2024-01-02,11:05:00
32.307,32.367,32.403,2024-01-02,11:10:00
32.276,32.313,32.203,2024-01-02,11:15:00
32.283,32.242,32.203,2024-01-02,11:20:00
32.248,32.179,32.203,2024-01-02,11:25:00
32.117,32.123,32.143,2024-01-02,11:30:00
32.169,32.073,32.143,2024-01-02,11:35:00
32.246,32.029,32.143,2024-01-02,11:40:00
32.144,31.992,32.093,2024-01-02,11:45:00
32.225,31.943,32.093,2024-01-02,11:50:00
32.162,31.868,32.093,2024-01-02,11:55:00
32.326,31.765,31.768,2024-01-02,12:00:00
32.155,31.670,31.768,2024-01-02,12:05:00
32.172,31.616,31.768,2024-01-02,12:10:00
32.042,31.604,31.668,2024-01-02,12:15:00
32.274,31.610,31.668,2024-01-02,12:20:00
32.161,31.612,31.668,2024-01-02,12:25:00
32.408,31.608,31.877,2024-01-02,12:30:00
32.322,31.600,31.877,2024-01-02,12:35:00
32.281,31.587,31.877,2024-01-02,12:40:00
32.315,31.568,32.077,2024-01-02,12:45:00
32.268,31.563,32.077,2024-01-02,12:50:00
32.289,31.591,32.077,2024-01-02,12:55:00
32.397,31.653,32.228,2024-01-02,13:00:00
32.472,31.712,32.228,2024-01-02,13:05:00
32.612,31.734,32.228,2024-01-02,13:10:00
32.626,31.718,32.228,2024-01-02,13:15:00
32.752,31.692,32.228,2024-01-02,13:20:00
32.877,31.682,32.228,2024-01-02,13:25:00
32.738,31.690,32.378,2024-01-02,13:30:00
32.673,31.687,32.378,2024-01-02,13:35:00
32.838,31.644,32.378,2024-01-02,13:40:00
32.852,31.561,32.378,2024-01-02,13:45:00
33.012,31.525,32.378,2024-01-02,13:50:00
32.953,31.620,32.378,2024-01-02,13:55:00
32.707,31.848,32.224,2024-01-02,14:00:00
32.802,32.073,32.224,2024-01-02,14:05:00
32.896,32.161,32.224,2024-01-02,14:10:00
33.019,32.112,32.324,2024-01-02,14:15:00
32.972,32.014,32.324,2024-01-02,14:20:00
32.994,31.956,32.324,2024-01-02,14:25:00
32.871,31.938,32.525,2024-01-02,14:30:00
32.962,31.925,32.525,2024-01-02,14:35:00
32.995,31.881,32.525,2024-01-02,14:40:00
32.850,31.806,32.495,2024-01-02,14:45:00
32.824,31.757,32.495,2024-01-02,14:50:00
32.833,31.791,32.495,2024-01-02,14:55:00
32.670,31.910,32.411,2024-01-02,15:00:00
32.551,32.032,32.411,2024-01-02,15:05:00
32.511,32.079,32.411,2024-01-02,15:10:00
32.413,32.050,32.411,2024-01-02,15:15:00
32.478,31.999,32.411,2024-01-02,15:20:00
32.538,31.979,32.411,2024-01-02,15:25:00
32.496,31.989,32.318,2024-01-02,15:30:00
32.472,32.005,32.318,2024-01-02,15:35:00
32.370,32.001,32.318,2024-01-02,15:40:00
32.428,31.977,32.499,2024-01-02,15:45:00
32.400,31.983,32.499,2024-01-02,15:50:00
32.306,32.069,32.499,2024-01-02,15:55:00
32.371,32.235,32.272,2024-01-02,16:00:00
32.430,32.409,32.272,2024-01-02,16:05:00
32.267,32.515,32.272,2024-01-02,16:10:00
32.142,32.554,32.171,2024-01-02,16:15:00
32.324,32.573,32.171,2024-01-02,16:20:00
32.223,32.617,32.171,2024-01-02,16:25:00
32.220,32.687,32.301,2024-01-02,16:30:00
32.307,32.774,32.301,2024-01-02,16:35:00
32.224,32.868,32.301,2024-01-02,16:40:00
32.248,32.969,32.471,2024-01-02,16:45:00
32.518,33.065,32.471,2024-01-02,16:50:00
32.349,33.147,32.471,2024-01-02,16:55:00
32.564,33.212,32.786,2024-01-02,17:00:00
32.447,33.285,32.786,2024-01-02,17:05:00
32.648,33.388,32.786,2024-01-02,17:10:00
32.712,33.521,33.073,2024-01-02,17:15:00
32.833,33.663,33.073,2024-01-02,17:20:00
32.733,33.794,33.073,2024-01-02,17:25:00
32.766,33.914,33.373,2024-01-02,17:30:00
32.867,34.037,33.373,2024-01-02,17:35:00
33.030,34.178,33.373,2024-01-02,17:40:00
33.198,34.338,33.587,2024-01-02,17:45:00
33.589,34.469,33.587,2024-01-02,17:50:00
33.579,34.528,33.587,2024-01-02,17:55:00
33.661,34.513,34.082,2024-01-02,18:00:00
33.831,34.491,34.082,2024-01-02,18:05:00
34.142,34.526,34.082,2024-01-02,18:10:00
34.122,34.618,34.583,2024-01-02,18:15:00
34.387,34.723,34.583,2024-01-02,18:20:00
34.326,34.799,34.583,2024-01-02,18:25:00
34.509,34.844,34.573,2024-01-02,18:30:00
34.610,34.887,34.573,2024-01-02,18:35:00
34.674,34.959,34.573,2024-01-02,18:40:00
34.798,35.057,34.573,2024-01-02,18:45:00
34.868,35.116,34.573,2024-01-02,18:50:00
34.902,35.067,34.573,2024-01-02,18:55:00
34.797,34.911,34.873,2024-01-02,19:00:00
34.844,34.755,34.873,2024-01-02,19:05:00
34.926,34.704,34.873,2024-01-02,19:10:00
34.766,34.759,35.073,2024-01-02,19:15:00
34.743,34.851,35.073,2024-01-02,19:20:00
34.570,34.907,35.073,2024-01-02,19:25:00
34.809,34.930,35.064,2024-01-02,19:30:00
